Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15,Input16,Input17,Input18,Input19,Input20,Input21,Input22,Input23,Input24,Input25,Input26,Input27,Input28,Input29,Input30,Input31,Input32,Input33,Input34,Input35,Input36,Input37,Input38,Input39,Input40,Input41,Input42,Input43,Input44,Input45,Input46,Input47,Input48,Input49,Input50,Input51,Input52,Input53,Input54,Input55,Input56,Input57,Input58,Input59,Input60,Input61,Input62,Input63,Input64,Input65,Input66,Input67,Input68,Input69,Input70,Input71,Input72,Input73,Input74,Input75,Input76,Input77,Input78,Input79,Input80,Input81,Input82,Input83,Input84,Input85,Input86,Input87,Input88,Input89,Input90,Input91,Input92,Input93,Input94,Input95,Input96,Input97,Input98,Input99,Input100,Input101,Input102,Input103,Input104,Input105,Input106,Input107,Input108,Input109,Input110,Input111,Input112,Input113,Input114,Input115,Input116,Input117,Input118,Input119,Input120,Input121,Input122,Input123,Input124,Input125,Input126,Input127,Input128,Input129,Input130,Input131,Input132,Input133,Input134,Input135,Input136,Input137,Input138,Input139,Input140,Input141,Input142,Input143,Input144,Input145,Input146,Input147,Input148,Input149,Input150,Input151,Input152,Input153,Input154,Input155,Input156,Input157,Input158,Input159,Input160,Input161,Input162,Input163,Input164,Input165,Input166,Input167,Input168,Input169,Input170,Input171,Input172,Input173,Input174,Input175,Input176,Input177,Input178,Input179,Input180,Input181,Input182,Input183,Input184,Input185,Input186,Input187,Input188,Input189,Input190,Input191,Input192,Output
23816.0,23232.0,19867.0,27859.0,18571.0,39029.0,26152.0,26151.0,20302.0,38009.0,36418.0,31260.0,12975.0,28950.0,38310.0,23289.0,18515.0,41080.0,36509.0,11812.0,36090.0,47294.0,26685.0,17024.0,49593.0,49676.0,13256.0,45288.0,71866.0,48371.0,16149.0,86197.0,127885.0,127673.0,117562.0,147902.0,200709.0,257636.0,310052.0,329217.0,291949.0,202702.0,96072.0,56503.0,75607.0,55192.0,30679.0,43695.0,39965.0,22531.0,28295.0,35637.0,21407.0,14104.0,32791.0,27210.0,2514.0,22037.0,26585.0,11817.0,11840.0,27190.0,22931.0,6259.0,24899.0,29454.0,13650.0,15060.0,27567.0,22405.0,14517.0,30753.0,34972.0,18215.0,22480.0,37521.0,28279.0,20430.0,48069.0,58434.0,17767.0,35348.0,25369.0,31496.0,25929.0,80711.0,18594.0,103407.0,90408.0,21203.0,71788.0,24479.0,75187.0,18032.0,14834.0,75640.0,22701.0,107198.0,24596.0,209506.0,17980.0,324032.0,20024.0,394790.0,26051.0,393822.0,20861.0,326849.0,16062.0,225126.0,130815.0,22167.0,81005.0,22051.0,69486.0,16081.0,19313.0,59938.0,25392.0,48850.0,21929.0,41675.0,19641.0,36973.0,27065.0,34652.0,25504.0,34227.0,15787.0,32598.0,30546.0,18547.0,29938.0,23728.0,27686.0,18839.0,15474.0,22940.0,25445.0,21082.0,25621.0,23217.0,13412.0,23719.0,19741.0,21882.0,27022.0,21840.0,18671.0,22304.0,10736.0,19368.0,17620.0,22463.0,21026.0,25525.0,22714.0,15050.0,17383.0,20802.0,27294.0,20700.0,19795.0,22929.0,10212.0,20474.0,22562.0,14211.0,22744.0,16345.0,9770.0,19984.0,14558.0,17377.0,17380.0,25466.0,23242.0,18125.0,24409.0,4836.0,23496.0,19489.0,21951.0,20500.0,23808.0,26214.0,49993.0,23456.0,62274.0,16294.0,49988.0,19696.0,19.100000381469727
12670.0,16740.0,21381.0,31720.0,13153.0,25018.0,21215.0,5185.0,28404.0,35452.0,27757.0,7601.0,20557.0,31184.0,20999.0,11065.0,35107.0,33879.0,6591.0,32036.0,40135.0,18598.0,23313.0,44274.0,37089.0,14975.0,48301.0,56740.0,21104.0,51290.0,79686.0,48112.0,63349.0,145212.0,158776.0,52349.0,163866.0,407303.0,568815.0,576990.0,436868.0,218630.0,34281.0,104205.0,102070.0,31902.0,44082.0,64514.0,36229.0,13586.0,41458.0,37532.0,7245.0,29453.0,37587.0,15533.0,15766.0,30003.0,21235.0,3747.0,17550.0,21751.0,9847.0,10494.0,21102.0,14645.0,6779.0,14777.0,11387.0,2448.0,12437.0,17094.0,11876.0,5660.0,15658.0,15866.0,6897.0,16509.0,24062.0,19403.0,11283.0,8148.0,29096.0,11054.0,28657.0,14958.0,9822.0,9886.0,34151.0,11781.0,57736.0,24202.0,47112.0,21862.0,6848.0,10253.0,21262.0,91198.0,29929.0,158542.0,19350.0,175055.0,11117.0,125571.0,17534.0,25610.0,14125.0,82133.0,10474.0,143369.0,131730.0,14793.0,63840.0,13228.0,15107.0,8111.0,22601.0,61359.0,27100.0,59012.0,13197.0,20744.0,15120.0,29111.0,26078.0,46536.0,19745.0,27065.0,2656.0,14751.0,37876.0,16646.0,32355.0,25752.0,6303.0,16590.0,8425.0,24388.0,25735.0,34808.0,22443.0,20264.0,5464.0,10887.0,19162.0,32121.0,22754.0,28811.0,11564.0,6434.0,8568.0,20083.0,26024.0,22993.0,14416.0,21565.0,12524.0,6541.0,22045.0,23171.0,26220.0,17130.0,11511.0,8452.0,14740.0,28887.0,23986.0,32664.0,17539.0,17796.0,3393.0,11295.0,21355.0,16785.0,6965.0,26409.0,13768.0,11475.0,31869.0,18207.0,28570.0,32923.0,19182.0,13486.0,24618.0,18584.0,42685.0,33745.0,44453.0,26135.0,25378.0,5568.0,19.100000381469727
25782.0,14309.0,2738.0,32321.0,12919.0,20822.0,16423.0,25304.0,32823.0,9048.0,22486.0,16985.0,30810.0,31803.0,18976.0,29665.0,40867.0,29071.0,25672.0,40887.0,35356.0,17780.0,35842.0,47911.0,31596.0,32139.0,59721.0,52548.0,27900.0,62063.0,77118.0,45393.0,58508.0,119065.0,111858.0,48079.0,214630.0,408078.0,521745.0,509742.0,380526.0,191802.0,42397.0,83954.0,82986.0,33659.0,25856.0,48155.0,36352.0,9235.0,27886.0,30092.0,11672.0,11699.0,18622.0,13478.0,2275.0,10729.0,15048.0,8011.0,6033.0,10010.0,5946.0,907.0,2274.0,4268.0,3629.0,5463.0,6350.0,3364.0,5493.0,5240.0,3396.0,628.0,6206.0,8912.0,2767.0,11857.0,16598.0,10185.0,24606.0,1622.0,26734.0,11369.0,21435.0,20243.0,18588.0,18077.0,19470.0,20982.0,35731.0,19958.0,35338.0,17006.0,22170.0,24279.0,26965.0,55552.0,22991.0,115786.0,21492.0,181673.0,24781.0,225475.0,20936.0,230154.0,16075.0,198440.0,19497.0,139534.0,72823.0,21850.0,45818.0,18992.0,49284.0,21206.0,27569.0,37217.0,24601.0,29319.0,19612.0,31027.0,23970.0,30272.0,22783.0,21968.0,15262.0,19750.0,17124.0,28105.0,20866.0,23940.0,14175.0,22514.0,23250.0,18024.0,25596.0,19946.0,28179.0,13024.0,20741.0,14849.0,20826.0,19191.0,24297.0,16599.0,19736.0,9136.0,15896.0,18748.0,22398.0,18218.0,7152.0,25563.0,15449.0,21699.0,17324.0,24913.0,28345.0,10763.0,21567.0,8703.0,20079.0,15797.0,25720.0,17492.0,22569.0,6322.0,15720.0,12280.0,23940.0,18405.0,30746.0,8955.0,8754.0,23712.0,16051.0,23770.0,14036.0,33617.0,26998.0,6549.0,19465.0,11223.0,37308.0,19000.0,46763.0,12436.0,36507.0,6541.0,15536.0,18075.0,19.100000381469727
12816.0,21825.0,52590.0,6790.0,51558.0,6263.0,13803.0,16259.0,15325.0,41512.0,7098.0,16170.0,17959.0,7991.0,10497.0,18054.0,14923.0,7372.0,22963.0,29595.0,15382.0,13932.0,29383.0,20881.0,8539.0,36348.0,43560.0,16222.0,36722.0,75757.0,53032.0,59765.0,221244.0,374978.0,452517.0,417511.0,295330.0,212691.0,268247.0,309534.0,268831.0,171055.0,68838.0,44926.0,63529.0,59000.0,46728.0,36677.0,51885.0,56403.0,27538.0,26217.0,53491.0,47702.0,18443.0,39693.0,58613.0,35042.0,20140.0,60842.0,56026.0,8673.0,45803.0,67892.0,40370.0,21411.0,73579.0,71400.0,8679.0,72985.0,106413.0,59326.0,47873.0,140614.0,146052.0,32293.0,203001.0,429548.0,556167.0,527212.0,10302.0,365493.0,5937.0,150237.0,10047.0,30046.0,12669.0,115906.0,102316.0,6935.0,33260.0,5602.0,55653.0,7883.0,6486.0,77964.0,3080.0,22222.0,6647.0,109737.0,11787.0,282254.0,8471.0,434998.0,7609.0,503939.0,13031.0,453150.0,9423.0,300630.0,116046.0,1928.0,45195.0,6114.0,88817.0,7639.0,5848.0,59729.0,3496.0,8431.0,11553.0,45735.0,12508.0,41207.0,6355.0,2308.0,9879.0,36222.0,10794.0,33223.0,11850.0,5009.0,58766.0,5759.0,61909.0,9728.0,10145.0,36662.0,6328.0,148142.0,10585.0,279894.0,14492.0,358801.0,10288.0,343696.0,10088.0,240218.0,13155.0,108569.0,9512.0,83633.0,116096.0,5039.0,92909.0,9505.0,51166.0,12822.0,8929.0,67787.0,9945.0,77069.0,17443.0,47008.0,14474.0,32137.0,6446.0,54766.0,12109.0,45202.0,13302.0,17666.0,7760.0,41304.0,52405.0,7700.0,30942.0,15809.0,19021.0,16023.0,11193.0,44929.0,22623.0,38945.0,29321.0,4330.0,22547.0,34599.0,13643.0,43905.0,13707.0,19733.0,19.100000381469727
23996.0,29084.0,87550.0,30812.0,98703.0,24496.0,90267.0,815.0,22850.0,144570.0,29632.0,25108.0,25919.0,45109.0,56243.0,35696.0,15193.0,47891.0,51303.0,21057.0,30418.0,74114.0,72789.0,32422.0,88102.0,128716.0,90246.0,50787.0,167312.0,210609.0,81127.0,255148.0,689652.0,1074479.0,1265584.0,1197145.0,906320.0,520619.0,198921.0,58533.0,72448.0,115560.0,139150.0,100275.0,18482.0,83407.0,111903.0,61960.0,25629.0,83427.0,76240.0,19146.0,47350.0,75485.0,47247.0,19488.0,71542.0,73839.0,40139.0,42387.0,50591.0,32858.0,39924.0,63593.0,51537.0,3094.0,55199.0,71282.0,43340.0,47368.0,80522.0,82910.0,60937.0,50725.0,49499.0,51787.0,123491.0,212024.0,285469.0,350416.0,43173.0,406305.0,48598.0,424712.0,33501.0,381976.0,22407.0,291929.0,200416.0,39655.0,138028.0,44154.0,115925.0,33948.0,25201.0,134691.0,25310.0,115750.0,23353.0,19791.0,26785.0,212061.0,37074.0,448246.0,31527.0,619609.0,9284.0,647492.0,20897.0,515482.0,281017.0,29268.0,44448.0,19119.0,132434.0,11537.0,30905.0,185291.0,41775.0,135889.0,36795.0,62749.0,33272.0,108105.0,37097.0,137952.0,30327.0,103304.0,24782.0,25119.0,64712.0,35205.0,127024.0,39691.0,128326.0,26748.0,6829.0,87799.0,28246.0,152648.0,32292.0,264767.0,14928.0,316707.0,5864.0,265985.0,13268.0,117899.0,13012.0,89477.0,22170.0,248455.0,314267.0,29786.0,275781.0,22686.0,176146.0,8952.0,35428.0,78854.0,45853.0,31022.0,29153.0,39601.0,710.0,76738.0,21131.0,93751.0,25234.0,64728.0,16096.0,18798.0,19858.0,64317.0,90477.0,33342.0,87020.0,27379.0,80878.0,4124.0,19346.0,73058.0,25794.0,44613.0,19823.0,57529.0,14359.0,102238.0,20102.0,102990.0,23550.0,49885.0,19.100000381469727
94536.0,156075.0,164912.0,70506.0,50973.0,67247.0,128404.0,76001.0,57194.0,264380.0,24184.0,49837.0,52773.0,40340.0,73930.0,87227.0,72842.0,109311.0,162360.0,162565.0,113684.0,99153.0,114322.0,87852.0,75755.0,88903.0,41034.0,116841.0,249746.0,277787.0,131944.0,157828.0,464657.0,648788.0,638177.0,463739.0,266655.0,345610.0,587009.0,777517.0,817814.0,658950.0,349361.0,30166.0,168968.0,172516.0,58319.0,142834.0,197936.0,127143.0,85151.0,165908.0,140410.0,28136.0,156795.0,223789.0,156359.0,21968.0,179692.0,256684.0,220830.0,143400.0,134246.0,138567.0,99783.0,75489.0,93100.0,80477.0,31776.0,18058.0,39603.0,35991.0,40097.0,54612.0,57362.0,48442.0,73673.0,138068.0,195145.0,216617.0,60544.0,202432.0,78067.0,171641.0,85114.0,143912.0,103567.0,139842.0,147861.0,117281.0,134763.0,110091.0,125351.0,88993.0,61387.0,149639.0,25966.0,132941.0,44364.0,90093.0,91515.0,281728.0,110208.0,514197.0,94182.0,647007.0,84034.0,639245.0,105264.0,550944.0,449748.0,110747.0,311807.0,85609.0,196727.0,66880.0,90202.0,326790.0,111622.0,407188.0,103655.0,273746.0,63780.0,186551.0,8858.0,420095.0,65584.0,443559.0,106139.0,193873.0,396337.0,103721.0,669838.0,61192.0,477838.0,29769.0,71319.0,490458.0,85749.0,1614984.0,61118.0,2658384.0,40044.0,3107349.0,65088.0,2749471.0,84251.0,1755048.0,89900.0,602541.0,91123.0,442710.0,712558.0,90343.0,502562.0,85670.0,284334.0,73338.0,46414.0,502053.0,24029.0,530534.0,51400.0,331575.0,53230.0,261008.0,38135.0,358493.0,99967.0,293629.0,163449.0,139463.0,184393.0,219883.0,279003.0,158844.0,204973.0,106551.0,124499.0,52957.0,16648.0,153611.0,41342.0,152693.0,66621.0,124403.0,78072.0,118496.0,92678.0,69998.0,104710.0,52747.0,19.100000381469727
8966.0,39581.0,45547.0,28226.0,37633.0,39032.0,39749.0,29950.0,27404.0,67242.0,42582.0,42847.0,28972.0,32422.0,42246.0,32758.0,18647.0,32343.0,31939.0,13368.0,33009.0,45294.0,28707.0,31906.0,62246.0,59359.0,36522.0,83864.0,118838.0,84593.0,65132.0,209805.0,341399.0,396956.0,364458.0,296047.0,299071.0,391437.0,484908.0,518737.0,464306.0,325178.0,145516.0,62396.0,127392.0,114740.0,49098.0,62982.0,91870.0,66888.0,37353.0,69725.0,74289.0,41433.0,40035.0,59317.0,42328.0,22344.0,52951.0,57738.0,33536.0,43830.0,64564.0,50030.0,25919.0,49466.0,53709.0,26236.0,37586.0,61522.0,46253.0,23414.0,61167.0,69775.0,42793.0,66406.0,109988.0,109539.0,62981.0,7382.0,25559.0,39331.0,28901.0,63331.0,29419.0,103769.0,24495.0,131515.0,110273.0,19024.0,74646.0,16884.0,113626.0,14744.0,11004.0,139092.0,9366.0,171250.0,10119.0,350705.0,10742.0,589357.0,12348.0,754631.0,13068.0,765305.0,12823.0,617190.0,15714.0,381395.0,179028.0,19412.0,137248.0,20434.0,141245.0,21748.0,26526.0,103075.0,29084.0,78962.0,24374.0,83303.0,17051.0,74802.0,16860.0,66334.0,17130.0,69461.0,11514.0,65842.0,60824.0,5995.0,63122.0,8675.0,56498.0,8259.0,7121.0,51370.0,13867.0,77778.0,18415.0,103918.0,20394.0,104014.0,25281.0,79634.0,28717.0,50789.0,25509.0,41577.0,20003.0,44269.0,42028.0,20428.0,37500.0,20547.0,37380.0,13136.0,7736.0,39397.0,13606.0,37336.0,13014.0,32733.0,14373.0,33264.0,22872.0,35417.0,25092.0,30872.0,19891.0,24769.0,20491.0,26978.0,27779.0,27062.0,23043.0,25674.0,23441.0,17942.0,16117.0,26906.0,12063.0,25660.0,8209.0,27654.0,26664.0,34038.0,36207.0,33259.0,27143.0,30375.0,19.100000381469727
13862.0,7296.0,7049.0,10040.0,7911.0,14577.0,6802.0,16116.0,10306.0,5793.0,10779.0,14685.0,11467.0,6120.0,12686.0,15680.0,10343.0,12100.0,17122.0,11859.0,4727.0,11824.0,12141.0,4192.0,9688.0,16080.0,9410.0,7695.0,19470.0,15659.0,2123.0,20670.0,28553.0,21780.0,11004.0,18263.0,14147.0,32884.0,80533.0,114586.0,114232.0,79968.0,29884.0,20036.0,38014.0,28293.0,10037.0,21945.0,22256.0,9865.0,14182.0,21008.0,16601.0,11824.0,18644.0,18939.0,11384.0,9914.0,9374.0,3804.0,11230.0,17080.0,16175.0,14086.0,17164.0,17026.0,12108.0,12855.0,14281.0,11114.0,13013.0,18172.0,17405.0,12276.0,13898.0,15725.0,11488.0,12859.0,16824.0,13996.0,21655.0,11181.0,17049.0,15660.0,14166.0,15593.0,15131.0,9678.0,17450.0,13533.0,24215.0,12042.0,18194.0,15204.0,16962.0,18603.0,13960.0,34457.0,14161.0,40546.0,17955.0,32170.0,16546.0,27156.0,13242.0,42546.0,14505.0,51643.0,15173.0,42685.0,23990.0,12944.0,12835.0,12970.0,10708.0,16083.0,15867.0,7261.0,13784.0,7455.0,15239.0,9466.0,15295.0,6621.0,12369.0,2043.0,11973.0,10358.0,13327.0,10902.0,4356.0,13093.0,8102.0,13739.0,10504.0,16023.0,14768.0,6091.0,11102.0,4866.0,13241.0,9507.0,14804.0,9439.0,12000.0,5405.0,11579.0,8736.0,14058.0,11480.0,13187.0,7856.0,7163.0,10351.0,10849.0,13809.0,9686.0,16736.0,13761.0,5623.0,12921.0,6729.0,15366.0,9127.0,12854.0,7629.0,9241.0,7300.0,12720.0,10110.0,15025.0,9023.0,11309.0,5616.0,6431.0,10558.0,6977.0,15956.0,5419.0,14723.0,10447.0,6106.0,13824.0,8332.0,14539.0,8010.0,9171.0,7562.0,8592.0,9892.0,14244.0,9918.0,19.100000381469727
106559.0,75559.0,68546.0,127100.0,65862.0,127676.0,75211.0,112907.0,109150.0,83845.0,117659.0,127500.0,132987.0,123553.0,108686.0,118232.0,135341.0,131407.0,116722.0,113983.0,120967.0,130471.0,135429.0,124958.0,113101.0,125360.0,139082.0,131903.0,118395.0,116803.0,123015.0,132474.0,136295.0,124765.0,116414.0,132843.0,148221.0,146010.0,141591.0,143610.0,145384.0,146282.0,139887.0,122808.0,118985.0,135542.0,141383.0,129392.0,119678.0,121610.0,129530.0,138098.0,134561.0,118846.0,118842.0,135350.0,137779.0,125119.0,117185.0,118752.0,125531.0,131456.0,123644.0,107854.0,111354.0,125407.0,123755.0,111298.0,105348.0,107467.0,114526.0,118536.0,107645.0,93329.0,100445.0,112199.0,107826.0,96757.0,93435.0,97171.0,87428.0,105079.0,96505.0,107412.0,111570.0,94940.0,114119.0,84734.0,94866.0,108340.0,101291.0,93589.0,91044.0,88484.0,110377.0,80599.0,122169.0,84777.0,104522.0,97212.0,86182.0,108756.0,96436.0,107322.0,109240.0,82203.0,112208.0,47542.0,106849.0,59861.0,88065.0,91363.0,95682.0,88290.0,88050.0,110138.0,118568.0,77335.0,100267.0,77299.0,85890.0,89741.0,96432.0,92802.0,107316.0,77360.0,110255.0,65452.0,104223.0,75894.0,85364.0,88337.0,82896.0,88779.0,75525.0,110367.0,114718.0,69510.0,95306.0,73169.0,83416.0,85403.0,92535.0,86635.0,101544.0,71595.0,105003.0,63909.0,98633.0,74962.0,82234.0,81442.0,77499.0,84635.0,70505.0,106930.0,65495.0,111438.0,94579.0,70980.0,85837.0,82959.0,94967.0,82058.0,104661.0,67592.0,110504.0,65179.0,105723.0,77286.0,90465.0,81537.0,93840.0,76516.0,69128.0,115411.0,64500.0,119399.0,71801.0,104638.0,98912.0,82911.0,107446.0,79453.0,116351.0,65822.0,121516.0,67456.0,114328.0,79066.0,99199.0,81130.0,19.100000381469727
228514.0,241109.0,283328.0,181699.0,162680.0,73056.0,286864.0,399264.0,741090.0,702145.0,931858.0,883714.0,632858.0,320937.0,123365.0,190073.0,388158.0,605919.0,702159.0,590668.0,310677.0,20828.0,206038.0,228361.0,103048.0,68948.0,161181.0,136022.0,71939.0,96536.0,80683.0,37999.0,116199.0,143320.0,75263.0,53488.0,144871.0,131119.0,19198.0,106865.0,153215.0,84289.0,59589.0,173246.0,172042.0,43638.0,127418.0,213602.0,148056.0,27927.0,191035.0,220105.0,77484.0,153963.0,303270.0,239113.0,48244.0,340503.0,449347.0,210067.0,392119.0,1107028.0,1666964.0,1843909.0,1605664.0,1117626.0,626513.0,319220.0,315832.0,513154.0,659795.0,617468.0,380738.0,73281.0,235287.0,353730.0,308662.0,343628.0,672796.0,1039018.0,42425.0,1242645.0,16700.0,1167627.0,21677.0,817344.0,36974.0,330936.0,134285.0,29635.0,330461.0,25319.0,283823.0,46545.0,53744.0,80286.0,28366.0,164704.0,14917.0,251183.0,42260.0,173724.0,33945.0,61503.0,10989.0,160316.0,36861.0,177248.0,47753.0,83562.0,63863.0,30228.0,139120.0,28628.0,110466.0,63667.0,66580.0,8438.0,32900.0,99971.0,31430.0,120457.0,60121.0,50519.0,62337.0,62954.0,47929.0,130474.0,50606.0,114012.0,42454.0,59705.0,99347.0,45567.0,137403.0,27680.0,28981.0,89895.0,17135.0,54898.0,15466.0,122539.0,28127.0,126897.0,27539.0,57123.0,17388.0,61972.0,31835.0,119742.0,48099.0,96067.0,46606.0,31942.0,126326.0,20000.0,160228.0,49136.0,42362.0,106237.0,3974.0,33843.0,46154.0,107721.0,71935.0,124784.0,53482.0,56341.0,8908.0,59609.0,74133.0,129572.0,93393.0,108273.0,9682.0,52258.0,113186.0,42638.0,171706.0,101622.0,133966.0,129650.0,150877.0,9160.0,173873.0,126537.0,175568.0,173714.0,135459.0,93608.0,160141.0,80894.0,29.500099182128906
72121.0,34016.0,87335.0,53924.0,99373.0,29907.0,50027.0,123081.0,196039.0,123809.0,207009.0,164927.0,116586.0,94886.0,96797.0,153742.0,232581.0,261321.0,208677.0,100401.0,29198.0,80354.0,78209.0,29866.0,27471.0,53520.0,37432.0,10334.0,31990.0,32584.0,15356.0,16219.0,25316.0,21013.0,15749.0,20486.0,21044.0,18708.0,16106.0,13843.0,17107.0,17924.0,11882.0,15199.0,22823.0,16186.0,12949.0,26547.0,22055.0,5440.0,25741.0,31561.0,13145.0,20994.0,43811.0,32524.0,12222.0,55154.0,58796.0,11352.0,61093.0,112449.0,109116.0,68986.0,86630.0,88412.0,39603.0,238767.0,460173.0,588097.0,556864.0,376801.0,130869.0,69377.0,139915.0,83562.0,41689.0,124272.0,132066.0,69208.0,5393.0,21927.0,16431.0,65765.0,12374.0,48951.0,2897.0,10182.0,56702.0,10128.0,57972.0,13764.0,17476.0,9865.0,3999.0,31839.0,16704.0,54554.0,15263.0,36670.0,1183.0,8855.0,14152.0,45180.0,14084.0,45494.0,5918.0,10955.0,9622.0,29514.0,43807.0,13595.0,25173.0,11815.0,10098.0,4163.0,16620.0,36671.0,18801.0,35744.0,4557.0,7091.0,13653.0,27514.0,18101.0,39561.0,9630.0,20112.0,8291.0,13040.0,33284.0,14519.0,27745.0,15767.0,3583.0,7193.0,14038.0,25046.0,20906.0,34556.0,9519.0,17448.0,12512.0,13964.0,21500.0,33431.0,13658.0,25728.0,8172.0,5025.0,17740.0,25285.0,29957.0,20005.0,14927.0,9687.0,14983.0,14641.0,26917.0,32452.0,16867.0,26692.0,10067.0,6902.0,27954.0,27341.0,23041.0,31254.0,3649.0,17116.0,23699.0,20634.0,32614.0,34530.0,32376.0,18547.0,17269.0,14002.0,33261.0,41628.0,44016.0,46578.0,37173.0,36738.0,55692.0,32738.0,65194.0,51223.0,55171.0,57347.0,57348.0,34598.0,29.500099182128906
6805.0,18784.0,33755.0,31852.0,49733.0,36776.0,69291.0,10066.0,99266.0,110038.0,191986.0,230616.0,182345.0,64061.0,66693.0,144898.0,150398.0,127201.0,132860.0,130751.0,86691.0,31621.0,41176.0,40839.0,16080.0,26930.0,30095.0,10812.0,19776.0,25657.0,10155.0,14514.0,22962.0,11265.0,10289.0,21597.0,13903.0,5664.0,19568.0,15829.0,1815.0,17493.0,17596.0,3444.0,15306.0,19609.0,7935.0,12194.0,21304.0,13301.0,8992.0,22927.0,19739.0,5843.0,22855.0,26638.0,10115.0,22105.0,35402.0,20481.0,20376.0,49297.0,43932.0,35261.0,86249.0,101989.0,35311.0,106982.0,265420.0,361497.0,344133.0,222680.0,62432.0,64160.0,101176.0,63669.0,4867.0,37112.0,30236.0,11296.0,8644.0,31256.0,10548.0,27075.0,11628.0,11134.0,8084.0,27082.0,27390.0,9772.0,11649.0,11819.0,20643.0,8410.0,9088.0,25264.0,12017.0,13375.0,8965.0,15446.0,7771.0,22280.0,11434.0,14402.0,9245.0,12489.0,6494.0,19929.0,10878.0,15226.0,10618.0,10019.0,17228.0,6120.0,14963.0,10080.0,10304.0,9553.0,5933.0,15133.0,9339.0,15100.0,10578.0,9952.0,5778.0,13345.0,8654.0,14618.0,11469.0,10384.0,11937.0,6645.0,13729.0,6683.0,10583.0,11015.0,7672.0,10839.0,6182.0,12400.0,10525.0,10350.0,7509.0,10423.0,4823.0,11158.0,10371.0,9121.0,8498.0,9958.0,4348.0,10942.0,8464.0,10101.0,9351.0,9062.0,10627.0,2909.0,9826.0,7661.0,10027.0,9269.0,2482.0,11478.0,9381.0,7401.0,10437.0,8079.0,2078.0,12005.0,9368.0,7585.0,10627.0,6391.0,13850.0,685.0,11192.0,11546.0,1550.0,12458.0,5290.0,13847.0,26436.0,15958.0,40872.0,5426.0,40847.0,10442.0,34420.0,19693.0,24074.0,18216.0,29.500099182128906
36556.0,17829.0,27200.0,47070.0,21885.0,13062.0,7448.0,64599.0,152256.0,39208.0,208718.0,206855.0,146166.0,51630.0,38903.0,97545.0,131621.0,161446.0,177258.0,157148.0,102295.0,50444.0,57804.0,61234.0,38893.0,34220.0,44969.0,36782.0,24597.0,33811.0,36144.0,24839.0,27178.0,33898.0,25440.0,19957.0,28676.0,27245.0,17224.0,22898.0,29520.0,22697.0,21356.0,29247.0,24105.0,14699.0,24228.0,27794.0,17860.0,20243.0,31964.0,26030.0,15493.0,29836.0,31494.0,14700.0,21843.0,36880.0,28168.0,12929.0,40756.0,45922.0,17252.0,39458.0,71772.0,59622.0,18608.0,108260.0,197514.0,235819.0,206607.0,129761.0,45175.0,26228.0,48600.0,38980.0,16448.0,14340.0,14086.0,13353.0,9801.0,15129.0,6146.0,9659.0,10740.0,9684.0,13040.0,12779.0,10637.0,9519.0,6317.0,10563.0,9252.0,15330.0,11986.0,12897.0,7532.0,6930.0,11277.0,5742.0,10523.0,13121.0,5380.0,9486.0,6918.0,1762.0,12660.0,9102.0,11441.0,10561.0,5713.0,6738.0,3500.0,12289.0,11052.0,12381.0,5509.0,10039.0,7959.0,2215.0,10728.0,9605.0,7825.0,11106.0,3285.0,4640.0,10426.0,4128.0,12692.0,9426.0,8957.0,5960.0,2788.0,8942.0,7788.0,12933.0,7356.0,11347.0,2117.0,6307.0,8389.0,4834.0,10069.0,10040.0,4996.0,8475.0,5827.0,2519.0,12709.0,5804.0,8718.0,9898.0,7330.0,2625.0,3850.0,10238.0,10171.0,9015.0,4694.0,9969.0,4909.0,3150.0,10149.0,5703.0,10729.0,9235.0,3261.0,7328.0,9060.0,1760.0,11027.0,8554.0,7676.0,11796.0,6231.0,9430.0,4992.0,10965.0,11800.0,14062.0,9182.0,11013.0,15693.0,4255.0,35914.0,5310.0,41913.0,12967.0,27228.0,11860.0,3567.0,1969.0,29.500099182128906
